Instance,Algorithm,Run,Best,Worst,Avg,Std,pop_size,gen,Px,Pm,tournament,Elitism,cooling,innerLoop
a-n60-k9.vrp,ga,1,1499.3733,2356.4734,1752.1157,242.4812,200,200,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2327.6938,1776.8551,227.5407,200,201,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2307.9771,1764.7616,225.9398,200,202,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2329.9321,1708.2100,221.5725,200,203,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2371.0908,1766.3678,229.4255,200,204,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2585.3743,1764.9391,234.6177,200,205,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2512.7644,1765.8707,247.4958,200,206,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2584.8975,1773.9039,235.2344,200,207,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2539.9578,1754.3317,230.4700,200,208,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2655.7271,1746.5002,257.0947,200,209,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1499.3733,2528.9065,1777.1138,237.9804,200,210,0.9000,0.0500,10,10,0.0000,0
