Instance,Algorithm,Run,Best,Worst,Avg,Std,pop_size,gen,Px,Pm,tournament,Elitism,cooling,innerLoop
a-n32-k5.vrp,ga,1,865.8929,1870.1112,1120.2506,174.8557,200,29,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,914.4465,1739.5875,1119.3762,176.7630,200,24,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,887.9683,1366.8392,1057.6686,113.7379,200,18,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,973.5929,1739.6602,1260.8688,181.4686,200,23,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,864.5070,1482.7588,1082.8651,146.1612,200,25,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,851.4135,1515.6523,1085.4528,155.8942,200,23,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,914.4465,1669.7726,1137.5314,160.1151,200,25,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,926.0033,1625.1045,1179.0775,148.3841,200,10,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,851.4135,1499.3374,1078.6409,148.4411,200,24,0.9000,0.0500,10,10,0.0000,0
a-n32-k5.vrp,ga,1,973.5929,1750.4835,1266.0453,182.2044,200,24,0.9000,0.0500,10,10,0.0000,0
